ID;location;depth;habitat_certainty;lat;lon
1761;Rote_Bank;;HH;54.77546;8.35017
1762;Catalonia;;LL;41.33564;2.17737
1763;Rantumloh;;HH;54.77546;8.35017
1764;;;LL;39.86663;3.17517
1765;GurtÃŸy;;HH;54.77546;8.35017
1766;;;LL;40.02436;4.21135
1767;Kopenhagener_Bank;;HH;54.77546;8.35017
1768;;;LL;39.84386;4.22752
1769;O._Eidumdiep;;HH;54.77546;8.35017
1770;Eidumdiep;;HH;54.77546;8.35017
1771;N._Eidumdiep;;HH;54.86529;8.34654
1772;Steenack;;HH;54.77742;8.50549
1773;Oddeich_bei_Sylt;;HH;54.86726;8.5022
1774;Robbsand_bei_HosrbÃ¼llsteen;;HH;54.86726;8.5022
1775;Ellenbogen;;HH;55.04694;8.49556
1776;Nordhohloh;;HH;54.95513;8.34289
1777;Peter_MÃ¶llers_Stelle;;HH;54.9571;8.49889
1778;SÃ¼dhohloh;;HH;54.95513;8.34289
1779;Leghorn;;HH;54.9571;8.49889
1780;Panderdiep;;HH;54.95513;8.34289
1781;Huntje;;HH;54.9571;8.49889
1782;Tayde_Mochels_Stelle;;HH;54.9571;8.49889
1783;SW._Jordsand,_S._Hoyerstief;;HH;54.9571;8.49889
1784;S._Jordsand,_S._Hoyerstief;;HH;54.9571;8.49889
1785;S._Jordsand,_N._Hoyerstief;;HH;54.9571;8.49889
1786;SO._Jordsand,_N._Hoyerstief;;HH;54.9571;8.49889
1787;Kohlbysloh;;HH;55.04872;8.65192
1788;Aupe;;HH;55.04872;8.65192
1789;RÃ¶merley;;HH;55.13856;8.64893
1790;Tagholm;;HH;55.13678;8.49222
1791;NÃ¤shorn_bei_FÃ¶hr;;HH;54.68933;8.66375
1792;Neue_HorsbÃ¼ll;;HH;54.86726;8.5022
1793;Neue_Stelle_Hoyertief;;HH;54.9571;8.49889
1794;Erich_Protts_Bank;;HH;54.9571;8.49889
1795;Rose-Bank;;HH;54.86726;8.5022
1796;S._HorsbÃ¼llsteert;;HH;54.77742;8.50549
1797;Neue_Stelle_S._Langeness;;HH;54.59949;8.66666
1798;Vorkommen;;HH;52.98681;5.2882
1799;Vorkommen;;HH;54.07957;5.62513
1800;Vorkommen;;HH;54.07405;5.47263
1801;Vorkommen;;HH;56.66217;8.26964
1802;Vorkommen;;HH;55.94337;8.30141
1803;Borkum;;HH;53.57028;6.58467
1804;Borkum;;HH;53.57028;6.58467
1805;Borkum;;HH;53.57028;6.58467
1806;Borkum;;HH;53.65569;6.42637
1807;Juist;;HH;53.57837;6.88628
1808;Juist;;HH;53.57837;6.88628
1809;Juist;;HH;53.66814;6.87971
1810;Juist;;HH;53.67191;7.03087
1811;Juist;;HH;53.67191;7.03087
1812;Norderney;;HH;53.6755;7.18206
1813;Baltrum;;HH;53.6789;7.33327
1814;Langeoog;;HH;53.68211;7.48451
1815;Spiekeroog;;HH;53.68513;7.63576
1816;Wangerooge;;HH;53.69062;7.93833
1817;Borkum;;HH;53.57028;6.58467
1818;Borkum;;HH;53.57028;6.58467
1819;Borkum;;HH;53.57028;6.58467
1820;Borkum;;HH;53.65569;6.42637
1821;Juist;;HH;53.57837;6.88628
1822;Juist;;HH;53.57837;6.88628
1823;Juist;;HH;53.66814;6.87971
1824;Juist;;HH;53.67191;7.03087
1825;Juist;;HH;53.67191;7.03087
1826;Norderney;;HH;53.6755;7.18206
1827;Baltrum;;HH;53.6789;7.33327
1828;Langeoog;;HH;53.68211;7.48451
1829;Spiekeroog;;HH;53.68513;7.63576
1830;Wangerooge;;HH;53.69062;7.93833
1831;Helgoland;23_-_28_m;HH;54.1422;8.06916
1832;Open_North_Sea;;HH;54.24762;5.30002
1833;Open_North_Sea;;HH;53.94738;4.57012
1834;Open_North_Sea;;HH;55.14398;5.19603
1835;Open_North_Sea;;HH;55.34041;5.64618
1836;Open_North_Sea;;HH;56.01415;4.44674
1837;Open_North_Sea;;HH;55.08176;5.98772
1838;Open_North_Sea;;HH;54.99206;5.99659
1839;Open_North_Sea;;HH;54.60617;5.25908
1840;Open_North_Sea;;HH;54.43824;5.58723
1841;Open_North_Sea;;HH;54.37354;6.3647
1842;Open_North_Sea;;HH;54.38219;6.67209
1843;Open_North_Sea;;HH;54.56169;6.6576
1845;Donibristle;;HH;56.07113;-3.34615
1846;Holy_Loch;;HH;55.98296;-4.95354
1847;Loch_Broom;;HH;57.87835;-5.21741
1848;Dornoch_Firth;;HH;57.81323;-4.15638
1849;Tarbert_Ness;;HH;57.84826;-3.8261
1850;Cromarty;;HH;57.72538;-4.12202
1851;Invergordon;;HH;57.7076;-4.28657
1852;Ardersier;;HH;57.54964;-4.05387
1853;Blakely_and_Morston;;HH;53.00827;0.94243
1854;Yealm;;HH;50.32686;-4.08868
1855;Ballylongford;;HH;52.5661;-9.53424
1856;Kiltiery;;HH;52.61361;-9.24811
1857;Carrig_Island;;HH;52.5661;-9.53424
1859;Cashel_Bay;;HH;53.45072;-9.79312
1860;Invermore;;HH;53.38889;-9.60658
1861;Dawros_Bay;;HH;54.85459;-8.54398
1862;Lough_Mahon;;HH;51.92797;-8.33996
1863;Midleton_River;;HH;51.92797;-8.33996
1864;Duncannon_Fort,_Suir;;HH;52.31799;-6.98682
1865;Tramore_Bay;;HH;52.12305;-7.06156
1866;Dungarvan_Harbour;;HH;52.05956;-7.48882
1867;Belons_estuary;;HH;47.80936;-3.7843
1871;Gulf_of_Morbihan;;HH;47.56868;-2.77189
1874;Arcachon;;HH;44.65263;-1.19842
1875;Île_de_Ré;;HH;46.26702;-1.40399
1876;St_Servan;;HH;48.64804;-2.08436
1877;Gulf_of_St-Brieuc;;HH;48.57252;-2.75438
1878;Arcachon;intertidal;HH;44.65263;-1.19842
1879;N.E._Ground;;HL;54.37752;1.10917
1880;Botney_Ground;;HL;53.72467;3.68642
1881;Clay_Deep;;HL;55.8713;3.34475
1882;Terschelling_to_Borkum;20_fm;HL;53.42902;5.08876
1883;Scroby_Sands;;HL;52.61597;1.76812
1884;Calais;;HL;50.98983;1.77379
1885;Dives;;HH;49.39639;-0.03788
1886;Luc;;HH;49.37156;-0.31112
1887;Courseulles;;HH;49.44778;-0.46687
1888;Port_en_Bessin;;HH;49.42191;-0.74021
1889;La_percée;;HH;49.48414;-1.03356
1890;Guinehaut;;HH;49.39537;-1.01328
1891;La_Fosse;;HH;49.38186;-1.14971
1892;Lestre;;HH;49.54559;-1.3277
1893;Omonville;;HH;49.68059;-1.78127
1894;Breteville;;HH;49.70902;-1.50697
1909;Saint_Marc;;HH;48.66094;-2.77726
1910;Les_Anes;;HH;48.66094;-2.77726
1911;Baie_de_Saint_Brieuc;;HH;48.58795;-2.62052
1912;Landais;;HH;48.67639;-2.64318
1913;Portes_d'Erquy;;HH;48.60321;-2.48659
1914;Saint_Michel;;HH;48.70682;-2.37478
1917;Paimpol;;HH;48.82205;-2.9578
1928;Verrés;;HH;48.18143;-4.43616
1929;Sein;;HH;48.04027;-4.80671
1930;Poul_Ar_March;;HH;47.84661;-4.20348
1931;Pouldon;;HH;47.84661;-4.20348
1932;Combrit;;HH;47.84661;-4.20348
1933;Sainte_Barbe_-_Penneret;;HH;47.86375;-4.07189
1934;La_Forest;;HH;47.88073;-3.94021
1935;Pladen;;HH;47.88073;-3.94021
1936;Pen_Ar_Vas_Hir;;HH;47.88073;-3.94021
1937;Belon;;HH;47.82599;-3.65268
1938;Le_Pignon;;HH;47.7044;-3.89158
1963;La_couarde;;HH;46.17816;-1.38497
1965;Enet;;HH;46.02751;-1.09152
1966;la_Mouclière;;HH;45.93857;-1.07315
1967;la_Barre;;HH;45.92512;-1.2008
1968;les_Mannes;;HH;46.02751;-1.09152
1969;Lamouroux;;HH;45.92512;-1.2008
1970;Charret-Mérignac;;HH;45.8362;-1.1823
1971;Agnas-Craze;;HH;45.8362;-1.1823
1972;Jéac;;HH;45.8362;-1.1823
1973;la_Tremblade;;HH;45.74726;-1.16389
1974;Ferret;;HH;44.57699;-1.05601
1975;Hautebelle;;HH;44.74164;-1.21632
1976;Chenal_de_ville;;HH;44.65263;-1.19842
1977;Audenge;;HH;44.66603;-1.07364
1978;Comprian;;HH;44.66603;-1.07364
1979;Gujan;;HH;44.66603;-1.07364
1980;Arams;;HH;44.65263;-1.19842
1981;Navire_Brulé;;HH;44.66603;-1.07364
1982;Cousse;;HH;44.65263;-1.19842
1983;Courant;;HH;44.66603;-1.07364
1984;Pointe_du_Congre;;HH;44.66603;-1.07364
1985;Bidassoa;;HH;43.30997;-1.80929
1986;Collioure;;HH;42.58318;3.11392
1987;;;HH;58.28042;11.76666
2010;Galicia;;HH;42.62026;-8.76415
2011;Galicia;;HH;42.44598;-8.70808
2012;Galicia;;HH;42.35881;-8.68021
2021;Galicia;;HH;42.35881;-8.68021
2022;Galicia;;HH;42.51073;-8.85459
2023;Galicia;;HH;42.51073;-8.85459
2024;Galicia;;HH;43.34109;-8.36368
2032;Galicia;;LL;42.24934;-8.7705
2033;Galicia;;HH;42.24934;-8.7705
2034;Galicia;;HH;42.24934;-8.7705
2035;Galicia;;HH;42.22691;-8.88848
2036;Galicia;;HH;42.24934;-8.7705
2037;Galicia;;HH;42.24934;-8.7705
2038;Galicia;;HH;42.35881;-8.68021
2039;Galicia;;HH;42.33649;-8.79842
2047;Bergen;;HL;58.83016;9.37453
2048;Stavanger;;HL;59.03478;5.71782
2049;Bergen;;HL;60.37569;5.36521
2050;Strömstad;;HL;58.91708;11.10537
2051;Farsund;;HL;58.1609;6.67098
2052;Kristiansand;;HL;58.09773;8.03239
2053;Mandal;;HL;57.99948;7.53083
2054;Marstrand;;HL;57.92296;11.58082
2055;Fjelbergøya;;HL;59.75294;5.62795
2056;Kalvön;;HL;58.55588;11.26569
2057;Isefjord;;LL;57.11199;11.71158
2058;Byala;7_-_23m_;HH;42.86591;27.92978
2059;Rezovo;7_-_23m_;HH;42.01498;28.04389
2060;Primorsko;7_-_23m_;HH;42.34134;27.76914
2061;Wester-Eems;;HH;53.39884;6.89934
2062;Lauwerszee;;HH;53.37732;6.14866
2063;;;HH;53.35676;5.54866
2064;;;HH;52.89716;5.29791
2065;Balg;;HH;52.9685;4.84249
2066;Amsteldiep;;HH;53.0581;4.83182
2067;Texexelstroom;;HH;52.8789;4.85311
2068;het_Waardje;;HH;52.88517;5.00134
2069;;;HH;51.49456;4.14392
2070;;;HH;51.56932;3.8447
2071;;;HH;51.48727;4.00034
2072;Limfjord;;HH;56.57232;8.27369
2073;Ierseke_Bank;;HH;51.49456;4.14392
2074;Limfjord;;HH;56.57623;8.59872
2075;Limfjord;;HH;56.75203;8.26557
2076;Limfjord;;HH;56.66217;8.26964
2077;Limfjord;;HH;56.66217;8.26964
2078;Limfjord;;HH;56.66424;8.43253
2079;Limfjord;;HH;56.6661;8.59543
2080;Limfjord;;HH;56.48637;8.60199
2081;Limfjord;;HH;56.48802;8.76415
2082;Limfjord;;HH;56.57789;8.76126
2083;Limfjord;;HH;56.57623;8.59872
2084;Limfjord;;HH;56.57623;8.59872
2085;Limfjord;;HH;56.66776;8.75835
2086;Limfjord;;HH;56.66921;8.92129
2087;Limfjord;;HH;56.75909;8.91875
2088;Limfjord;;HH;56.75763;8.75543
2089;Limfjord;;HH;56.75909;8.91875
2090;Limfjord;;HH;56.75909;8.91875
2091;Limfjord;;HH;56.75909;8.91875
2092;Limfjord;;HH;56.84896;8.9162
2093;Limfjord;;HH;56.84896;8.9162
2094;Limfjord;;HH;56.93738;8.74954
2095;Limfjord;;HH;57.02999;9.07554
2096;Limfjord;;HH;56.84584;8.58881
2097;Limfjord;;HH;56.57232;8.27369
2098;Limfjord;;HH;56.57438;8.4362
2099;Limfjord;;HH;56.75909;8.91875
2100;Limfjord;;HH;56.84896;8.9162
2101;Limfjord;;HH;56.76034;9.08207
2102;Limfjord;;HH;56.76139;9.24541
2103;Limfjord;;HH;56.93884;8.91363
2104;Limfjord;;HH;56.93884;8.91363
2105;Limfjord;;HH;56.93738;8.74954
2106;Limfjord;;HH;56.93571;8.58546
2107;Limfjord;;HH;56.66217;8.26964
2108;Limfjord;;HH;56.66217;8.26964
2109;Wadden_Sea;;HH;55.49616;8.47867
2110;Wadden_Sea;;HH;55.40631;8.48208
2111;Wadden_Sea;;HH;55.40631;8.48208
2112;Wadden_Sea;;HH;55.31647;8.48548
2113;Wadden_Sea;;HH;55.22841;8.64591
2120;Portugal;;HH;38.79453;-8.93203
2126;Norwegian_West_Coast;;HL;60.34341;4.46403
2127;Douglas,_Isle_of_Man;30_-35_fms;HH;54.12307;-4.42669
2128;Shoreham;;HH;50.73015;-0.32451
2129;Hastings;;HH;50.80296;0.51944
2130;Maryport;;HH;54.68365;-3.51741
2131;Fleetwood;2-3_feet;HH;54.20992;-3.67391
2132;Tenby;;HH;51.60963;-4.78608
2133;St._Patrick's_Causeway_at_Mochras;;HH;52.78781;-4.12718
2134;between_Pen-y-chain_and_St._Tudwall's_Road;;HH;52.8405;-4.44811
2135;New_Quay;;HH;52.20799;-4.38848
2136;Aberystwyth_Bay;;HH;52.40132;-4.30202
2137;New_Quay;;HH;52.20799;-4.38848
2138;Truro_Oyster_Fishery,_now_known_as_'Fal_Oyster_Fishery'_since_2016;;HH;50.22064;-4.91663
2143;Mali_Ston;10-20_metres;LL;42.88315;17.75053
2144;Miramare;6-15_metres;HH;45.72629;13.77091
2145;Sistiana;;HH;45.73077;13.64274
2146;Panzano;;HH;45.82508;13.52036
2147;Pola;;HH;44.82181;13.83614
2159;Brindisi;;HH;40.68985;17.95074
2160;Ancona;;HH;43.6598;13.51111
2161;Punta_Maestra;;HH;44.95055;12.57866
2162;Chioggia;;HH;45.22672;12.33707
2163;River_Isonzo;;HH;45.7351;13.51455
2164;River_Adige;;HH;45.13664;12.33328
2165;River_Brenta;;HH;45.22672;12.33707
2170;Fiorenzuola_di_Focara;;HH;43.95289;12.78246
2171;Rimini;;HL;44.13958;12.54195
2172;Cesenatico;;HL;44.2327;12.42111
2173;Cervia;;HL;44.2327;12.42111
2174;Romagna;;HH;44.41296;12.42879
2175;north_Marche_coast;;HH;44.0396;12.91124
2176;Rimini;;HL;44.13958;12.54195
2177;Cesenatico;;HL;44.2327;12.42111
2178;Cervia;;HL;44.2327;12.42111
2179;Stour_river_mouth;;HH;51.86094;1.3221
2180;Walton/Hamford_backwater;;HH;51.86094;1.3221
2181;Hoylake;;HH;53.43403;-3.26776
2182;Lagune_de_Nador;;LL;35.1301;-2.83527
2183;Adriatic_Sea;;HH;43.9459;13.03089
2186;Sebenico_Basin;15_fms;LL;43.73269;15.87345
2187;Brindisi;;HH;40.68985;17.95074
2188;Gulf_of_Taranto;;HH;40.03233;17.04864
2189;Black_Sea;;LL;42.01498;28.04389
2190;Crimea_southern_coast;;LL;44.62793;34.57471
2191;Norway;;LL;64.2356;9.66821
2192;Near_Liverpool;;HH;53.45031;-3.11944
2193;Jutland;;HH;57.39083;10.72761
2194;Isefjord;;HH;56.03154;11.82447
2195;southern_north_sea;34-42m_;HH;53.94484;7.16404
2196;Skagen;10-12fm;HH;57.75044;10.7347
2197;;;HH;46.02751;-1.09152
2198;;;HH;46.02751;-1.09152
2199;;;HH;46.10294;-1.23803
2200;;;HH;45.74726;-1.16389
2201;;;HH;45.8362;-1.1823
2202;;;HH;45.93857;-1.07315
2203;;;HH;45.93857;-1.07315
2204;;;HH;45.76066;-1.03664
2205;;;HH;46.17816;-1.38497
2206;;;HH;47.53741;-3.03421
2207;;;HH;47.53741;-3.03421
2208;;;HH;47.62581;-3.05687
2209;;;HH;47.64155;-2.92553
2210;;;HH;47.53741;-3.03421
2211;;;HH;46.99427;-2.22946
2212;;;HH;46.99427;-2.22946
2213;;;HH;46.99427;-2.22946
2214;;;HH;46.99427;-2.22946
2215;;;HH;47.02356;-1.96944
2216;;;HH;47.00899;-2.09948
2217;;;HH;47.09764;-2.12019
2218;;;HH;47.08289;-2.25038
2219;;;HH;47.00899;-2.09948
2220;;;HH;46.99427;-2.22946
2221;;;HH;47.00899;-2.09948
2222;;;HH;47.00899;-2.09948
2223;;;HH;46.92033;-2.07885
2224;;;HH;46.99427;-2.22946
2225;;;HH;47.00899;-2.09948
2226;;;HH;47.00899;-2.09948
2227;;;HH;46.92033;-2.07885
2228;;;HH;48.70776;-3.89686
2229;;;HH;48.70776;-3.89686
2230;;;HH;47.56868;-2.77189
2231;;;HH;47.65714;-2.79411
2232;;;HH;47.65714;-2.79411
2233;;;HH;47.65714;-2.79411
2234;;;HH;47.56868;-2.77189
2235;;;HH;47.56868;-2.77189
2236;;;HH;47.56868;-2.77189
2237;;;HH;47.58409;-2.64062
2238;;;HH;47.48021;-2.74976
2239;;;HH;47.49558;-2.6187
2240;;;HH;47.56868;-2.77189
2241;;;HH;47.56868;-2.77189
2242;;;HH;47.49558;-2.6187
2243;;;HH;47.5108;-2.48758
2244;;;HH;47.5108;-2.48758
2245;;;HH;47.49558;-2.6187
2246;;;HH;47.5108;-2.48758
2247;;;HH;45.67169;-1.0185
2248;;;HH;45.65832;-1.14554
2249;;;HH;45.65832;-1.14554
2250;;;HH;45.58271;-1.00044
2251;;;HH;45.58271;-1.00044
2252;;;HH;45.58271;-1.00044
2253;;;HH;45.58271;-1.00044
2254;;;HH;45.58271;-1.00044
2255;;;HH;45.58271;-1.00044
2256;;;HH;45.58271;-1.00044
2257;;;HH;45.58271;-1.00044
2258;;;HH;45.50689;-0.85575
2259;;;HH;45.50689;-0.85575
2260;;;HH;45.50689;-0.85575
2261;;;HH;45.5959;-0.87354
2262;;;HH;45.50689;-0.85575
2263;;;HH;45.50689;-0.85575
2264;;;HH;44.66603;-1.07364
2265;;;HH;44.66603;-1.07364
2266;;;HH;44.65263;-1.19842
2267;;;HH;44.66603;-1.07364
2268;;;HH;44.66603;-1.07364
2269;;;HH;44.65263;-1.19842
2270;;;HH;44.66603;-1.07364
2271;;;HH;44.74164;-1.21632
2272;;;HH;44.75506;-1.09135
2273;;;HH;44.65263;-1.19842
2274;;;HH;44.65263;-1.19842
2275;;;HH;44.75506;-1.09135
2276;;;HH;44.74164;-1.21632
2277;;;HH;43.30997;-1.80929
2278;;;HH;48.57405;-1.92872
2279;;;HH;48.66265;-1.95013
2280;;;HH;48.66265;-1.95013
2281;;;HH;48.57405;-1.92872
2282;;;HH;48.63326;-2.21851
2283;;;HH;48.63326;-2.21851
2284;;;HH;48.63326;-2.21851
2285;;;HH;48.63326;-2.21851
2286;;;HH;48.63326;-2.21851
2287;;;HH;48.63326;-2.21851
2288;;;HH;48.63326;-2.21851
2289;;;HH;48.63326;-2.21851
2290;;;HH;48.66265;-1.95013
2291;;;HH;48.66094;-2.77726
2292;;;HH;48.66094;-2.77726
2293;;;HH;48.66094;-2.77726
2294;;;HH;48.66094;-2.77726
2295;;;HH;48.66094;-2.77726
2296;;;HH;48.66094;-2.77726
2297;;;HH;48.69169;-2.50902
2298;;;HH;48.67639;-2.64318
2299;;;HH;48.69169;-2.50902
2300;;;HH;48.70682;-2.37478
2301;;;HH;48.66094;-2.77726
2302;;;HH;48.67639;-2.64318
2303;;;HH;48.58795;-2.62052
2304;;;HH;48.7902;-3.2265
2305;;;HH;48.82205;-2.9578
2306;;;HH;48.80621;-3.09219
2307;;;HH;47.95186;-4.09658
2308;;;HH;47.88073;-3.94021
2309;;;HH;47.84661;-4.20348
2310;;;HH;47.86375;-4.07189
2311;;;HH;47.84661;-4.20348
2312;;;HH;47.88073;-3.94021
2313;;;HH;47.88073;-3.94021
2314;;;HH;47.84661;-4.20348
2315;;;HH;47.82599;-3.65268
2316;;;HH;47.68216;-3.34253
2317;;;HH;47.77048;-3.36582
2318;;;HH;47.77048;-3.36582
2319;;;HH;47.77048;-3.36582
2320;;;HH;49.06022;-1.63086
2321;;;HH;49.04598;-1.76623
2322;;;HH;49.23752;-1.67335
2323;;;HH;48.97157;-1.60977
2324;;;HH;48.95735;-1.7449
2325;;;HH;48.97157;-1.60977
2326;;;HH;48.97157;-1.60977
2327;;;HH;48.8829;-1.58876
2328;;;HH;48.97157;-1.60977
2329;;;HH;48.94296;-1.87996
2330;;;HH;48.67711;-1.81584
2331;;;HH;48.78006;-1.70252
2332;;;HH;48.8829;-1.58876
2333;;;HH;48.69141;-1.68148
2334;;;HH;48.69141;-1.68148
2335;;;HH;48.69141;-1.68148
2336;;;HH;48.67711;-1.81584
2337;;;HH;49.68059;-1.78127
2338;;;HH;49.55933;-1.19085
2339;;;HH;49.62036;-1.48567
2340;;;HH;49.70902;-1.50697
2341;;;HH;49.4004;-1.85254
2342;;;HH;49.22321;-1.80919
2343;;;HH;47.88223;-4.62335
2344;;;HH;48.18143;-4.43616
2345;;;HH;48.37492;-4.35459
2346;;;HH;48.30421;-4.19644
2347;;;HH;48.2869;-4.32913
2348;;;HH;48.2869;-4.32913
2349;;;HH;48.37492;-4.35459
2350;;;HH;48.30421;-4.19644
2351;;;HH;48.30421;-4.19644
2352;;;HH;48.2869;-4.32913
2353;;;HH;48.30421;-4.19644
2354;;;HH;48.21614;-4.17131
2355;;;HH;42.94264;3.07212
2356;;;HH;42.58318;3.11392
2357;;;HH;42.76293;3.0931
2358;;;HH;42.76293;3.0931
2359;;;HH;42.85279;3.08263
2360;;;HH;42.4933;3.12427
2361;;;HH;42.4933;3.12427
2362;;;HH;42.4933;3.12427
2363;;;HH;42.58318;3.11392
2364;N.E._of_White_Bank;43.89;HH;55.26117;5.96982
2365;Clay_Deep;48.46;HH;54.74644;4.30857
2366;Clay_Deep;49.38;HH;54.6569;4.32102
2367;Clay_Deep;48.46;HH;54.6569;4.32102
2368;Clay_Deep;47.55;HH;54.73927;4.15379
2369;Clay_Deep;47.55;HH;54.82879;4.14095
2370;Lower_Scruff;40.23;HH;54.86282;4.91704
2371;Lower_Scruff;42.98;HH;54.77321;4.9282
2372;Horn_Reef_Deep_Water;49.38;HH;55.44057;5.95173
2373;Oyster_(Ground_FB);42.06;HH;54.22276;4.688
2374;Westkant_Borkummer_Rif;42.00;HH;54.24762;5.30002
2375;Oestergronden;40.00;HH;53.76824;4.59317
2376;Modderkanaal;48.00;HH;54.75342;4.46341
2379;Mouth_of_the_Nile;;LH;31.54584;31.38117
2380;mouth_of_the_Seine;;LH;49.49754;0.08058
2382;Brindisi;;LL;40.68985;17.95074
2383;Tarragone;;LL;41.07694;1.25564
2384;Narbo;;LL;43.03248;3.06156
2385;Puteoli;;LL;40.83607;14.06
2386;Chelidonian_islands;;LL;36.26173;30.37636
2387;Actium;;LL;38.96417;20.74732
2388;Leucas;;LL;38.68248;20.81711
2389;Libyan_Gulf;;LL;31.49301;18.6589
2390;Lesbos;;LL;39.34771;26.44947
2392;Abydus,_Hellespont;;LL;40.02331;26.2659
2393;Circei,_Latium;;LL;41.23893;12.8969
2394;Tarentum;;LL;40.47415;17.21554
2395;Propontis_or_the_Bosporus;;LL;41.24789;29.16705
2396;Pontus_and_Ephesus;;LL;41.35775;29.07852
2397;Grynium;;LL;38.82804;26.7882
2398;Myrina;;LL;38.84783;26.67565
2399;Istria;;LL;44.5201;28.98429
2400;Illyria;;LL;41.65312;19.40049
2401;Messenia;;LL;36.78978;22.0953
2402;Marseilles;;LL;43.3387;5.24677
2403;Narbo;;LL;43.03248;3.06156
2404;Poitou;;LL;45.92512;-1.2008
2405;Constantinople;;LL;40.92174;28.94171
2406;Soggendal;6_fms;HH;58.33166;6.3139
2407;Stavanger;;HH;59.03478;5.71782
2408;San_Nicolas_de_Neda;;HH;43.47193;-8.15087
2409;San_Martin_de_Noya;;HH;42.77196;-8.93966
2410;Eastern_Scheldt;;HH;51.65115;3.68848
2411;West_Hinder;;HH;51.49403;2.55244
2412;Roytingen;;HH;51.19792;2.16869
2413;West_to_East_Hinder;18_fms;HH;51.5031;2.69583
2414;Blankenberghe;12_fms;HH;51.512;2.83927
2415;Deurloo_Channel;;HH;51.53762;3.26988
2416;West-Kappelle;;HH;51.54581;3.41351
2417;English_Channel_mid;;HL;50.33443;0.33048
2418;Dieppe;;HH;50.03492;1.09586
2419;Calvados_;;HH;49.48414;-1.03356
2420;Fecamp;;HH;49.87753;0.28281
2421;St_Vallery;;HH;49.9124;0.6974
2422;Etaples;;HH;50.60206;1.41526
2423;Boulogne;;HH;50.7909;1.5233
2424;Calais;;HH;50.98983;1.77379
2425;Gravline;;HH;51.09895;2.04183
2426;Dunkirk;;HH;51.20745;2.31109
2427;Ostend;;HH;51.41374;2.71016
2428;Texel;;HH;53.07052;5.12953
2429;Angle;;HH;51.66071;-5.09925
2430;St_Govan's_Head;;HH;51.59143;-4.92788
2431;Llanddwyn_Island;;HH;53.12169;-4.39073
2432;Aberdeen;;LL;57.20037;-2.06724
2433;Ierseke_Bank;;HL;51.49456;4.14392
2434;Bergsche_Bank;;HL;51.49456;4.14392
2435;Grevelingen;;HL;51.75585;3.96469
2436;Krammer;;HL;51.67365;4.12077
2437;Whitehaven,_Cumbria;;LL;54.57882;-3.64027
2438;Hitra;;LL;63.41847;8.68146
2439;TjØtta;;LL;65.84306;12.47298
2440;Grebbestad;;LH;58.73572;11.27209
2441;Vikten;;LL;64.86517;10.9179
2442;Tarven;;LL;63.87416;9.47005
2443;Alghero;;LL;40.54255;8.28234
2444;Porto_Torres;;LL;40.81587;8.39293
2445;Su_Cuguttu;;LL;40.91847;9.57225
2446;Albegna;;LH;42.53984;11.13829
2447;Osa;;LH;42.53984;11.13829
2448;;55_metres;LH;30.59956;-9.77463
2449;;43_metres;LH;30.59956;-9.77463
2450;;85_metres;LH;30.48803;-9.85366
2451;;70_metres;LH;30.48803;-9.85366
2452;;65_metres;LH;30.48803;-9.85366
2453;;70_metres;LH;30.33383;-9.71035
2467;Chania;;LL;35.514;23.987
2459;Kalamata;;LL;36.983;22.016
2464;Spetses;;LL;37.192;23.187
2466;Hydra_Island;;LL;37.34;23.443
2463;Samos;;LL;37.798;26.876
2454;Andros;;LL;37.833;25.036
2455;Egina;;LL;37.849;23.085
2469;Isthmia;;LL;37.907;23.326
2461;Peraeus;;LH;37.964;23.567
2460;Patras;;LL;38.307;21.676
2468;Chios_Island;;LL;38.326;25.961
2462;Preveza;;LH;38.951;20.861
2465;Volos;;LL;39.233;23.009
2457;Thessaloniki;;LH;40.541;22.801
2456;Alexandroupoli;;LL;40.824;25.871
2458;Kavala;;LL;40.952;24.452
2472;Norsminde;;LL;56.044;10.221
2470;Aahusbugten_;;LL;56.134;10.222
2471;Kaløvig;12_fms;LL;56.224;10.383
2476;south_of_Anholt;;LL;56.665;11.529
2475;Groves_Flak;;LL;57.202;11.716
2473;south-east_of_Læsø;15_fms;LL;57.204;11.55
2474;Fladen;;LL;57.207;11.22
