ID;location;depth;habitat_certainty;lat;lon
579;Barrow_deep;;HH;51.48283;1.10423
581;Lochs_Etive_and_Creran;;HH;56.57695;-5.35577
582;Donegal_Harbour;7-8_ft;HH;54.6179;-8.2731
583;Blackwater;;HH;51.73905;0.90758
584;Carlingford_Lough;;HH;54.09052;-6.1407
585;Colne;;HH;51.83923;1.03365
586;Crouch_River;;HH;51.63873;0.78203
587;English_Channel;;HL;48.67639;-2.64318
588;English_Channel;;HH;48.67711;-1.81584
589;English_Channel;;HH;45.8362;-1.1823
590;English_Channel;;HH;49.49754;0.08058
591;English_Channel;;HH;50.03492;1.09586
592;Firth_of_Forth;;HH;56.01581;-3.00017
593;Helford_estuary;;HH;50.09621;-5.16338
594;Jersey;;HH;49.29731;-1.96682
595;Medway;;HH;51.36021;0.6936
596;Poole_Harbour;;HH;50.66925;-1.8878
597;Swale;;HH;51.36021;0.6936
598;English_Channel;;HL;50.03492;1.09586
599;Lagoon_of_Venice;;HH;45.31954;12.21359
601;Goro;;HH;44.7734;12.44434
603;Carin_Sea;;HH;44.20284;15.546
604;Medina_River;;HH;50.71213;-1.46776
605;Newport_River;;HH;50.72609;-1.3276
606;Torcross;;HH;50.28962;-3.64764
607;Whitstable;;HH;51.38272;0.97891
608;Lochs_Etive_and_Creron;;HH;56.57695;-5.35577
609;Jersey;;HH;49.29731;-1.96682
610;Arklow;;HH;52.80892;-6.11149
611;Ballyvalden;;HH;52.41999;-6.26906
612;Blackwater;;HH;51.73905;0.90758
613;Carlingford_Lough;;HH;54.09052;-6.1407
614;Kenmare_Bay;;HH;51.89141;-9.68538
615;Killybegs;;HH;54.59526;-8.42343
616;Lough_Foyle;;HH;55.16136;-7.06267
617;Pass;;HH;52.72161;-6.07866
618;Redwharf_Bay;;HH;53.33257;-4.15547
619;Roney;;HH;52.61448;-6.19056
620;Wexford;;HH;52.3127;-6.37986
621;Galicia;;HH;43.71104;-7.84381
622;Blackwater;;HH;51.73905;0.90758
623;Colne;;HH;51.83923;1.03365
624;Firth_of_Forth;;HH;55.99953;-3.158
625;Pont-Burnham;;HH;51.63873;0.78203
626;Whitstable;;HH;51.38272;0.97891
627;Kinsale_Harbour;;HH;51.70974;-8.54932
628;Arklow;10-11_fm;HH;52.72161;-6.07866
629;Bantry;;HH;51.65687;-9.42934
630;Bay_of_Firth;;HH;59.02309;-3.05119
631;Belfast_Lough;;HH;54.71263;-5.59235
632;Brightlingsea;;HH;51.7718;1.33932
633;Burnham;;HH;51.63873;0.78203
634;Carlingford_Lough;;HH;54.09052;-6.1407
635;Carnarvon;;HH;53.12169;-4.39073
636;Cheney_Rock;;HH;51.46062;0.81825
637;Clew_Bay;;HH;53.75717;-9.62433
638;Colne;;HH;51.83923;1.03365
639;Dalkey_Sound;;HH;53.26525;-6.13148
640;Deer_Sound;;HH;58.95118;-2.8473
641;Dunmore;;HH;52.23094;-6.95278
642;English_Channel;;HL;49.99;0.54147
643;Faversham;;HH;51.38272;0.97891
644;Firth_of_Forth;;HH;55.98306;-3.31571
645;Foulness;;HH;52.95187;1.40442
646;Herne_Bay;;HH;51.39371;1.12166
647;Herne_Bay;;HH;51.39371;1.12166
648;Isle_of_Harris;;HH;57.87293;-6.77533
649;Kenmare;;HH;51.89141;-9.68538
650;Killybegs;shore;HH;54.59526;-8.42343
651;Kinsale_Harbour;;HH;51.70974;-8.54932
652;Laxey,_Isle_of_Man;;HH;54.22863;-4.30697
653;Lough_Foyle;6-_7_fms;HH;55.16136;-7.06267
654;Pollard;;HH;51.38272;0.97891
655;Queenborough;;HH;51.44925;0.67536
656;River_Crouch;;HH;51.64997;0.92554
657;River_Stour;;HH;51.95008;1.30481
658;Roach_River,_Essex;;HH;51.54968;0.80018
659;Rochester;;HH;51.34869;0.55105
660;Sheerness;;HH;51.46062;0.81825
661;Skerries;;HH;53.54696;-6.08502
662;Skye;;HH;57.25683;-5.80969
663;Skye;;HH;57.54538;-6.4511
664;Skye;;HH;57.54538;-6.4511
665;Stornoway;shore;HH;58.10924;-6.36237
666;Swansea_Bay;;HH;51.50491;-4.16204
667;Tankerness;;HH;58.95118;-2.8473
668;Tenby;It_is_in_six_fathoms_of_water._;HH;51.62767;-4.64417
669;Tobermory;;HH;56.58619;-6.02862
670;Tralee_Bay;;HH;52.23562;-9.84253
671;Wexford;;HH;52.3127;-6.37986
672;Wexford;;HH;52.41999;-6.26906
673;Wexford;;HH;52.41999;-6.26906
674;Whitstable;;HH;51.38272;0.97891
675;Boston_Deeps;;HH;52.87314;0.37094
676;Burnham;;HH;51.48283;1.10423
677;English_Channel;15_-_24_fms;HL;49.91759;-0.28827
678;English_Channel;;HL;50.33443;0.33048
679;Falmouth;;HH;50.20235;-5.0543
680;Great_Grimsby;3-7fms;HH;53.50766;0.37951
681;Herne_Bay;;HH;51.39371;1.12166
682;Jersey;;HH;49.29731;-1.96682
683;Lynn_Deeps;;HH;53.06288;0.47919
684;Lynn_Well;;HH;53.08602;0.77545
685;Start_Bay;;HH;50.28962;-3.64764
686;Wisbech_Channel;;HH;52.86117;0.22359
687;Wyke_Regis;;HH;50.62483;-2.30711
688;Wyke_Regis;;HH;50.60969;-2.44672
689;Cantabria;;HH;43.39571;-3.32799
690;Cantabria;;HH;43.46827;-3.47033
691;Cantabria;;HH;43.4357;-3.71376
692;Cantabria;;HH;43.4357;-3.71376
693;Cantabria;;HH;43.41921;-3.83538
694;Cantabria;;HH;43.41921;-3.83538
695;Cantabria;;HH;43.41921;-3.83538
696;Cantabria;;HH;43.41921;-3.83538
697;Cantabria;;HH;43.41921;-3.83538
698;Cantabria;;HH;43.38578;-4.07845
699;Cantabria;;HH;43.33456;-4.44257
700;Cantabria;;HH;43.35177;-4.32126
701;Cantabria;;HH;43.33456;-4.44257
702;Arklow;;HH;52.41999;-6.26906
703;Colne;;HH;51.83923;1.03365
704;Crouch_River_(Burnham);;HH;51.63873;0.78203
705;English_Channel;15-24_fms;HL;49.99;0.54147
706;Firth_of_Forth;;HH;56.05442;-3.50408
707;Loch_Ryan;;HH;54.96352;-5.04939
708;Essex_coast;;HH;51.64997;0.92554
709;Great_Grimsby;;HH;53.60843;0.50917
710;River_Blackwater;;HH;51.73905;0.90758
711;The_Flats;;HH;51.39371;1.12166
712;Whitstable;;HH;51.38272;0.97891
713;Swansea_Bay;;HH;51.52218;-4.02025
714;Swansea_Bay;;HH;51.52218;-4.02025
715;Swansea_Bay;;HH;51.52218;-4.02025
716;Swansea_Bay;;HH;51.52218;-4.02025
717;Swansea_Bay;;HH;51.53928;-3.87836
718;Swansea_Bay;;HH;51.53928;-3.87836
719;Swansea_Bay;;HH;51.45127;-3.85118
720;Swansea_Bay;;HH;51.53928;-3.87836
721;Swansea_Bay;;HH;51.53928;-3.87836
722;Lynn;;HH;53.05103;0.33118
746;País_Vasco;;LL;43.29574;-1.93105
747;País_Vasco;;LL;43.29574;-1.93105
748;País_Vasco;;HH;43.26686;-2.17443
749;País_Vasco;;LL;43.2522;-2.29604
750;País_Vasco;;LL;43.32625;-2.43664
751;País_Vasco;3-4fms;HH;43.38495;-2.69941
753;Cantabria;;HH;43.39571;-3.32799
754;Cantabria;;HH;43.46827;-3.47033
755;Cantabria;;HH;43.4357;-3.71376
756;Cantabria;;HH;43.4357;-3.71376
757;Cantabria;;HH;43.41921;-3.83538
758;Cantabria;;HH;43.41921;-3.83538
759;Cantabria;;HH;43.41921;-3.83538
760;Cantabria;;HH;43.41921;-3.83538
761;Cantabria;;HH;43.38578;-4.07845
762;Cantabria;;HH;43.38578;-4.07845
763;Cantabria;;HH;43.40256;-3.95695
764;Cantabria;;HH;43.38578;-4.07845
765;Cantabria;;HH;43.40256;-3.95695
766;Cantabria;;HH;43.33456;-4.44257
767;Cantabria;;HH;43.33456;-4.44257
769;Asturias;;HH;43.4227;-5.09439
770;Asturias;;HH;43.45593;-5.48177
771;Asturias;;HH;43.5756;-5.89414
772;Asturias;;HH;43.57382;-7.03626
773;Galicia;;HH;43.34109;-8.36368
774;Galicia;;HH;43.09719;-9.17422
775;Galicia;;HH;43.71104;-7.84381
776;Galicia;;HH;42.77196;-8.93966
777;Galicia;;HH;43.47193;-8.15087
778;Galicia;;HH;42.27162;-8.65245
779;Galicia;;HH;42.13978;-8.86051
780;Galicia;;HH;42.62026;-8.76415
781;Galicia;;HH;42.62026;-8.76415
782;Galicia;;HH;42.51073;-8.85459
783;Galicia;;HH;42.51073;-8.85459
784;Galicia;;HH;42.33649;-8.79842
785;Galicia;;HH;42.33649;-8.79842
786;Galicia;;HH;42.22691;-8.88848
787;Galicia;;HH;42.44598;-8.70808
788;Galicia;;HH;42.44598;-8.70808
789;Galicia;;HH;43.66808;-8.08594
790;Galicia;;LL;43.36296;-8.24339
791;Galicia;;HH;43.45017;-8.2714
792;Galicia;;HH;43.73231;-7.72263
793;Deerness;;HH;58.95118;-2.8473
794;Loch_Sween;;HH;55.9945;-5.61592
795;Loch_Tarbert;;HH;55.73223;-5.51007
796;Spile;;HH;51.39371;1.12166
797;Deer_Sound;;HH;58.95118;-2.8473
802;Margate_Sands;;HH;51.41518;1.40735
803;Margate_Sands;;HH;51.41518;1.40735
804;Padstow;;HH;50.58988;-4.89121
805;Milford_Haven;;HH;51.66071;-5.09925
808;Belfast_Lough;;HH;54.67368;-5.89594
809;Herne_Bay;;HH;51.39371;1.12166
810;Morecambe_Bay;8_-_12_fm;HH;53.90728;-3.10842
812;Arklow;;HH;52.82864;-5.96627
814;Bognor;;HH;50.79331;-0.62564
815;Carlingford;;HH;54.09052;-6.1407
816;Carlingford;;HH;54.09052;-6.1407
817;Carnarvon;;HH;53.12169;-4.39073
818;Eastbourne;;HH;50.77937;0.23786
819;Galway;;HH;53.20157;-9.05042
820;Goodwin_Sands;;HL;51.24726;1.58327
821;Kentish_Knock;;HL;51.60401;1.51698
822;Orfordniss_[Orford_Ness];;HH;52.06031;1.57725
823;Portland_Roads;;HH;50.52128;-2.42304
824;Shipwash;;HL;51.97112;1.59407
825;Stokes_Bay;;HH;50.73987;-1.18735
826;The_Galloper;26-30fm;HL;51.71374;1.78792
827;Worthing;;HH;50.71741;-0.46493
828;Worthing_(west);;HH;50.71741;-0.46493
829;River_crouch;;HH;51.64997;0.92554
830;Cantabria;;HH;43.38578;-4.07845
831;Cantabria;;HH;43.33456;-4.44257
832;Cantabria;;HH;43.42291;-4.46477
833;Lynn;;HH;53.05103;0.33118
834;Poole_Harbour;;HH;50.66925;-1.8878
835;North_Sea;27_fms;HL;53.72467;3.68642
836;Ru_Ruag_to_Gruinard_Bay_-_including_Loch_Ewe_and_Gairloch;;HH;57.73295;-5.67303
837;St_Georges_Channel;1-4fms;HH;53.90728;-3.10842
838;St_Georges_Channel;;HH;54.67368;-5.89594
839;Chichester_Harbour;;HH;50.85568;-0.92761
840;Colne;;HH;51.83923;1.03365
841;Cromarty_Firth;;HH;57.72538;-4.12202
843;Dudgeon_Light;;HH;53.28659;1.03482
844;Emsworth;;HH;50.85568;-0.92761
845;English_Channel_mid;36-46_fms;HL;50.33443;0.33048
846;English_Channel_south;20-25_ft;HL;49.7504;-1.09497
847;Etaples;;HL;50.60206;1.41526
848;Falmouth;;HH;50.20235;-5.0543
849;Firth_of_Forth;;HH;55.98306;-3.31571
850;Firth_of_Forth;;HH;56.01581;-3.00017
851;Galway;;HH;53.20157;-9.05042
852;Hayling_Island;;HH;50.85568;-0.92761
853;Helford_estuary;;HH;50.09621;-5.16338
855;Holy_Island;;HH;55.68203;-1.75747
856;Isle_of_Skye;;HH;57.12975;-6.0948
857;Langston_Island;;HH;50.8422;-1.06827
858;Lee_estuary;;HH;51.92797;-8.33996
859;Llangwm;;HH;51.67913;-4.95729
860;Loch_Ryan;;HH;54.96352;-5.04939
861;Lough_Swilly;;HH;55.09718;-7.52084
862;Lynn_Deeps;;HL;53.09733;0.92368
863;Margate;;HH;51.41518;1.40735
864;Milford_Haven;;HH;51.66071;-5.09925
865;Milford_Haven;;HH;51.66071;-5.09925
866;Milton;;HH;51.36021;0.6936
867;Newport,_Isle_of_Wight;;HH;50.72609;-1.3276
868;Orwell,_Ipswich;;HH;52.0284;1.1426
869;Osborne_Bay;;HH;50.73987;-1.18735
870;Ostend;;HL;51.41374;2.71016
871;Plymouth;;HH;50.32686;-4.08868
872;Portsmouth;;HH;50.75349;-1.04704
873;Ramsgate;;HL;51.34673;1.70954
874;Roach_River,_Essex;;HH;51.54968;0.80018
875;Selsey_Bill;;HH;50.69143;-0.74556
876;Solent;;HH;50.81474;-1.34934
877;Swansea;2-10_fms;HH;51.62728;-3.90567
878;Thames_(south_side);;HH;51.44925;0.67536
879;The_Ness;;HH;50.44321;-3.11857
880;Westport;;HH;53.8432;-9.66568
881;Whitstable;;HH;51.38272;0.97891
882;Wicklow;;HH;53.00332;-6.03187
885;Jersey;;HH;49.29731;-1.96682
892;Schleswigian_oyster_beds;;HH;54.9571;8.49889
893;Schleswigian_oyster_beds;;HH;54.68758;8.50876
894;Schleswigian_oyster_beds;;HH;55.13856;8.64893
895;Schleswigian_oyster_beds;;HH;54.9571;8.49889
896;Schleswigian_oyster_beds;;HH;54.86726;8.5022
897;Schleswigian_oyster_beds;;HH;54.77546;8.35017
898;Schleswigian_oyster_beds;;HH;54.77546;8.35017
899;Schleswigian_oyster_beds;;HH;54.68933;8.66375
900;Schleswigian_oyster_beds;;HH;54.68562;8.35378
901;Schleswigian_oyster_beds;;HH;54.59579;8.35738
902;Schleswigian_oyster_beds;;HH;54.68758;8.50876
903;Schleswigian_oyster_beds;;HH;54.68933;8.66375
904;Schleswigian_oyster_beds;;HH;54.59949;8.66666
905;Schleswigian_oyster_beds;;HH;54.50965;8.66957
906;Schleswigian_oyster_beds;;HH;54.42136;8.82644
907;Bay_of_Arcachon;;HH;44.75506;-1.09135
908;Limfjord;;HH;56.66217;8.26964
909;Solent;;HH;50.81474;-1.34934
910;Whitstable;;HH;51.38272;0.97891
911;Belfast_Lough;;HH;54.71263;-5.59235
912;Clonderlaw_Bay;;HH;52.61361;-9.24811
914;Dunmoran;;HH;54.26727;-8.75219
915;Kinvarra_Bay;;HH;53.13853;-8.86618
916;Oranmore_Bay;;HH;53.31119;-8.94431
917;Rostrevor_Bay;;HH;54.09052;-6.1407
918;Shannon_Estuary;;HH;52.5661;-9.53424
919;Sligo_estuary;;HH;54.29029;-8.60318
921;Clare_River_Galway;;HH;53.37409;-9.12946
922;Tralee_Bay;;HH;52.23562;-9.84253
923;Tyrone_Bay;;HH;53.22487;-8.90515
924;Strangford_Lough;;HH;54.51846;-5.67602
928;Aberystwyth_Bay;;HH;52.40132;-4.30202
932;Cockenzie;;HH;55.92764;-2.97057
933;Dover;;HH;50.85892;1.22452
934;North_Sea;;HL;53.72467;3.68642
935;Ramsey,_Isle_of_Man;;HH;54.31645;-4.33774
936;Douglas,_Isle_of_Man;;HH;54.12307;-4.42669
937;Strangford_Lough;;HH;54.43105;-5.64219
938;Terschelling_grounds;;HH;53.61428;5.21884
939;Dartmouth;;HH;50.3062;-3.5093
940;Eastbourne;;HH;50.77937;0.23786
943;Jersey;;HH;49.29731;-1.96682
944;The_Wash_(Norfolk);;HL;53.29758;1.1838
945;Whitstable;;HH;51.38272;0.97891
946;Blackwater;;HH;51.73905;0.90758
949;Sibenik;5_ft;LL;43.73269;15.87345
950;Carin_Sea;;HH;44.20284;15.546
951;Muggia;10_-20_metres;LL;45.63633;13.7647
952;San_Cassano;;LL;44.03601;15.28016
953;Mljet;;LL;42.82057;17.37449
954;Grado_lagoon;6-15_m;LL;45.73927;13.38635
958;Swansea_Bay;5_-_10_fm;HH;51.52218;-4.02025
959;;;HH;51.65883;3.83253
960;River_Isonzo;2-5fms;LH;45.7351;13.51455
961;Capo_d’Istria;;LH;45.55082;13.63078
962;Carin_Sea;;LL;44.20284;15.546
963;San_Cassano;;LL;44.03601;15.28016
964;Scogli_Ostia_and_Galisniac;;LL;43.93964;15.39592
965;Sibenik;;LL;43.73269;15.87345
966;Mali_Ston;;LL;42.88315;17.75053
967;Brindisi;;LL;40.68985;17.95074
968;Ancona;;LL;43.6598;13.51111
969;Punta_Maestra;;LL;44.95055;12.57866
970;Chioggia;;LL;45.22672;12.33707
971;River_Po;;LH;44.7734;12.44434
972;River_Adige;;LH;45.13664;12.33328
973;River_Brenta;;LH;45.22672;12.33707
979;Cardigan_and_Newport;5_fm;HH;52.06647;-4.78999
980;English_Channel;;HL;50.29816;-0.08753
981;Fishguard;;HH;52.04823;-4.93321
982;Heligoland;;HL;53.84368;6.71467
983;Loch_Roag_(assume_Loch_Rog_-_Lewis);;HH;58.24197;-6.77494
984;Loch_Tamanavay;;HH;58.11269;-7.06393
985;Lochmaddy,_North_Uist;;LH;57.63544;-7.18329
989;Llangwm;;HH;51.67913;-4.95729
990;Borkum;;HH;53.65569;6.42637
991;Bay_of_Firth;;HH;59.02309;-3.05119
992;Basta_Voe;;HH;60.65199;-1.10264
993;Urafirth_Voe;;HH;60.44613;-1.40079
994;Roe_Sound_(Delting);;HH;60.35749;-1.37014
995;Burravoe;;HH;60.47455;-1.04263
996;Bixter_Voe;;HH;60.26884;-1.33968
997;Burra_Isles;;HH;60.09154;-1.27932
999;English_Channel;;HL;50.37463;-0.24611
1000;Laira_Bridge;;HH;50.41485;-4.11535
1001;Tamar_beds;;HH;50.39752;-4.25382
1002;Maryport;;HH;54.68365;-3.51741
1003;Ballantrae;;HH;55.0511;-5.08256
1004;Cromarty_Firth;;HH;57.72538;-4.12202
1005;Farlieston_Bay;;HH;54.77322;-4.34135
1006;Moray_Firth;;HH;57.76031;-3.79249
1007;Harbours_in_English_channel;16-20_fm;HH;49.38587;-1.98878
1008;Harbours_in_English_channel;3-7fm;HH;49.20873;-1.94495
1009;Harbours_in_English_channel;4-6fms;HH;49.04598;-1.76623
1014;Emsworth_Channel_Fishery;;HH;50.85568;-0.92761
1015;Poole;;HH;50.66925;-1.8878
1016;Truro;;HH;50.20235;-5.0543
1017;Cantabria;;HH;43.46827;-3.47033
1018;Firth_of_Forth;;HH;55.98306;-3.31571
1019;Loch_Ryan;;HH;54.96352;-5.04939
1020;Luce_Bay;;HH;54.82504;-4.67842
1021;Bosham_Channel;;HH;50.85568;-0.92761
1024;English_Channel;;HL;48.67639;-2.64318
1025;English_Channel;;HL;48.67711;-1.81584
1026;Guernsey;;HL;49.37117;-2.12495
1027;Helford_estuary;;HH;50.09621;-5.16338
1028;Poole_Harbour;;HH;50.66925;-1.8878
1029;Skelling_Bank;;HL;54.22396;7.60528
1030;Tollesbury_and_Mersea_Oyster_Fishery;;HH;51.73905;0.90758
1031;Truro;;HH;50.20235;-5.0543
1032;Whitstable;;HH;51.38272;0.97891
1033;Emsworth_Channel_Fishery;;HH;50.85568;-0.92761
1034;Poole;;HH;50.66925;-1.8878
1035;Queenborough;;HH;51.44925;0.67536
1037;Tollesbury_and_Mersea_Oyster_Fishery;;HH;51.73905;0.90758
1038;Truro;;HH;50.20235;-5.0543
1039;Bosham_Channel;;HH;50.85568;-0.92761
1041;Poole_Harbour;;HH;50.66925;-1.8878
1042;Tollesbury_and_Mersea_Oyster_Fishery;;HH;51.73905;0.90758
1043;Truro;;HH;50.20235;-5.0543
1045;Glaslyn_River;;HH;52.87571;-4.15613
1047;Menai_Straits;;HH;53.24468;-4.12608
1048;Cortellazzo;18_-_20_steps;HH;45.48771;12.73158
1049;Emsworth;;HH;50.85568;-0.92761
1050;Poole;;HH;50.66925;-1.8878
1051;Tollesbury_and_Mersea_Oyster_Fishery;;HH;51.73905;0.90758
1052;Truro;;HH;50.20235;-5.0543
1053;Emsworth_Channel_Fishery;;HH;50.85568;-0.92761
1054;Poole;;HH;50.66925;-1.8878
1057;Truro;;HH;50.20235;-5.0543
1058;River_Ogwen;intertidal;HH;53.24468;-4.12608
1059;Antony;;HH;50.39752;-4.25382
1060;Looe;;HH;50.38003;-4.3922
1061;Par;;HH;50.34455;-4.66867
1062;Whitstable;;HH;51.38272;0.97891
1063;Belfast_Lough;12-25_fms;HH;54.67368;-5.89594
1064;Royal_Soveriegn_Shoals_to_Dungeness;1-2fms;HH;50.79125;0.37862
1067;Fleetwood;;HH;53.90728;-3.10842
1068;Fleetwood;;HH;53.92339;-2.9584
1069;Catalonia;;LH;41.20735;1.7156
1070;Whitstable;;HH;51.38272;0.97891
1071;Arklow_Bay;;HH;52.72161;-6.07866
1072;Ballyvalden;;HH;52.41999;-6.26906
1073;Carlingford_Lough;;HH;54.09052;-6.1407
1074;Clarenbridge;;HH;53.22487;-8.90515
1075;Copper_bed;;HH;53.98328;-6.2555
1076;Cork;;HH;51.92797;-8.33996
1077;Glasgorman_beds;;HH;;
1078;Mizzen_Head;;HH;52.82864;-5.96627
1079;Pass_beds;;HH;52.72161;-6.07866
1080;Point;;HH;53.35253;-6.16502
1081;Prussia_beds;;HH;52.24542;-6.20376
1082;Roney;;HH;52.61448;-6.19056
1083;Shell_beds;;HH;52.41999;-6.26906
1084;Tralee_Bay;;HH;52.23562;-9.84253
1085;Wexford_Harbour;;HH;52.3127;-6.37986
1087;Whitstable;;HH;51.38272;0.97891
1088;Ham_oyster_fishery;;HH;51.48283;1.10423
1089;Whitstable;;HH;51.39371;1.12166
1091;Belfast_Lough;;HH;54.67368;-5.89594
1092;Blacksod_Bay;;HH;54.16262;-9.9812
1093;Brittas_Bay_beds;;HH;52.91598;-5.99899
1094;Carlingford_Lough;;HH;54.07051;-6.29011
1095;Clarenbridge;;HH;53.22487;-8.90515
1096;Clew_Bay;;HH;53.75717;-9.62433
1097;Cork_Harbour;;HH;51.92797;-8.33996
1098;Dogger_Bank_Bed;;HH;52.33271;-6.23633
1099;Galway_Bay;;HH;53.22487;-8.90515
1100;Kenmare_Bay;;HH;51.89141;-9.68538
1101;Kinsale_Harbour;;HH;51.70974;-8.54932
1102;Shannon_Estuary;;HH;52.5661;-9.53424
1103;Tralee_Bay;;HH;52.23562;-9.84253
1104;Tralee_Bay;;HH;52.23562;-9.84253
1105;Strangford_Lough;;HH;54.51846;-5.67602
1107;English_Channel;;HH;50.95876;1.34904
1109;Jersey;13_fathoms;HH;49.29731;-1.96682
1110;Jersey;14_fathoms_;HH;49.29731;-1.96682
1111;Jersey;14_fathoms;HH;49.29731;-1.96682
1112;Jersey;12_fathoms_;HH;49.29731;-1.96682
1113;Jersey;13_fathoms_;HH;49.29731;-1.96682
1114;Jersey;14_fathoms;HH;49.28264;-2.10275
1115;Jersey;13_fathoms;HH;49.28264;-2.10275
1116;Jersey;13_fathoms;HH;49.28264;-2.10275
1117;Arklow_Bay;;HH;52.72161;-6.07866
1118;Ballynakill_Bay;;HH;53.59814;-10.02198
1119;Lough_Swilly;;HH;55.09718;-7.52084
1120;Moville;;HH;55.07441;-7.02507
1121;Newport_Bay,_Ireland;;HH;53.86729;-9.51857
1122;Omeath;;HH;54.07051;-6.29011
1123;Tarbert;;HH;52.61361;-9.24811
1124;Tralee;;HH;52.23562;-9.84253
1125;Tyrone_Bay;;HH;53.22487;-8.90515
1126;Waterford;;HH;52.23094;-6.95278
1127;Westport;;HH;53.8432;-9.66568
1128;Wexford;;HH;52.3127;-6.37986
1140;"Austern_-_Grund";;HL;54.31885;4.8298
1141;Austern'_fishing_ground;;HL;54.31885;4.8298
1142;Austern'_fishing_ground;;HL;55.04828;5.05059
1144;Malaga;22_m_;HH;36.74224;-4.3718
1145;Catalonia;;LH;41.22684;1.95209
1146;Catalonia;;LH;41.33564;2.17737
1151;Texelse_oesters;;HH;53.16015;5.11942
1152;Catalonia;;LH;41.43478;2.28468
1161;Catalonia;;LH;41.19739;1.5974
1170;Falmouth;;HH;50.20235;-5.0543
1171;Falmouth;;HH;50.20235;-5.0543
1172;Falmouth;;HH;50.11462;-5.02606
1173;Falmouth;;HH;50.20235;-5.0543
1174;Falmouth;;HH;50.20235;-5.0543
1175;Truro;;HH;50.20235;-5.0543
1176;Truro;;HH;50.20235;-5.0543
1177;Truro;;HH;50.20235;-5.0543
1178;Truro;;HH;50.20235;-5.0543
1179;Truro;;HH;50.20235;-5.0543
1189;Belfast_Lough;;HH;54.67368;-5.89594
1193;Abyssinia_Haul;;HH;51.59143;-4.92788
1194;Caldey;;HH;51.62767;-4.64417
1195;Green_grounds;;HH;51.52218;-4.02025
1196;Hazelbeach_Reach_Bed;;HH;51.67913;-4.95729
1197;Inner_Stackpole_bed;;HH;51.59143;-4.92788
1198;Mumbles_Head;;HH;51.53928;-3.87836
1199;Pennar_Gut;;HH;51.67913;-4.95729
1200;Rhoscolyn;;HH;53.27941;-4.59784
1201;River_Cleddau;;HH;51.67913;-4.95729
1202;Roads;;HH;51.52218;-4.02025
1203;Stack_Rock;;HH;51.66071;-5.09925
1204;Tenby;;HH;51.71545;-4.67306
1205;White_oyster_ledge;;HH;51.46816;-3.70946
1214;Lesvos_Island;;LH;39.06001;26.05
1215;Lemnos_Island;;LH;39.88;25.02
1216;Cretan_Sea_(Heraclium);;LL;35.414;25.191
1217;Ionian_Sea;;LL;38.169;20.505
1440;Murcia;;HH;37.76961;-0.81239
1452;Lido;;HH;45.40686;12.3447
1708;Galicia;;HH;42.62026;-8.76415
1709;Beenshallig;;HH;54.59949;8.66666
1710;Galicia;;HH;42.62026;-8.76415
1711;S._GrÃ¶de;;HH;54.59949;8.66666
1712;SW._Hamburger_Hallig;;HH;54.60105;8.82133
1713;Galicia;;HH;43.34109;-8.36368
1714;País_Vasco;;LL;43.2522;-2.29604
1715;Marschnack;;HH;54.59774;8.51201
1716;Cantabria;;LL;43.4357;-3.71376
1717;SÃ¼deraue;;HH;54.59774;8.51201
1718;Cantabria;;LL;43.41921;-3.83538
1719;Langeness;;HH;54.59774;8.51201
1720;Cantabria;;LL;43.38578;-4.07845
1721;S._Langeness;;HH;54.59949;8.66666
1722;Cantabria;;LL;43.33456;-4.44257
1723;N._Nordmarsch;;HH;54.68758;8.50876
1724;Asturias;;LL;43.5756;-5.89414
1725;Schmaltiefskant;;HH;54.68758;8.50876
1726;Galicia;;LL;43.57382;-7.03626
1727;Nesswatt;;HH;54.68933;8.66375
1728;Galicia;;LL;43.66603;-7.57415
1729;Amrumer_Hafenbank;;HH;54.59579;8.35738
1730;Galicia;;LL;43.73231;-7.72263
1731;LeyrÃ¼ck;;HH;54.59579;8.35738
1732;Galicia;;LL;43.71104;-7.84381
1733;Wyker_Bank;;HH;54.68758;8.50876
1734;Galicia;;LL;43.47193;-8.15087
1735;Kohamm;;HH;54.68933;8.66375
1736;Galicia;;LL;43.45017;-8.2714
1737;Mittelgrund;;HH;54.68933;8.66375
1738;Galicia;;LL;43.34109;-8.36368
1739;Bi_de_Prester;;HH;54.68933;8.66375
1740;Galicia;;LL;42.74931;-9.05858
1741;W._Amrum;;HH;54.68562;8.35378
1742;Galicia;;LL;42.77196;-8.93966
1743;Rochel_Pahlen;;HH;54.68562;8.35378
1744;Galicia;;LL;42.44598;-8.70808
1745;Oddende;;HH;54.68562;8.35378
1746;Galicia;;LL;42.35881;-8.68021
1747;Butensand;;HH;54.68562;8.35378
1748;Galicia;;LL;42.27162;-8.65245
1749;Oddeloh_N._FÃ¶hr;;HH;54.68562;8.35378
1750;;;LL;36.94988;-7.95481
1751;GrÃ¶nbank;;HH;54.77546;8.35017
1752;;;LL;37.16262;-7.32026
1753;Liinsand;;HH;54.77546;8.35017
1754;;;LL;36.18889;-6.0604
1755;Diepstelle_N._FÃ¶hr;;HH;54.77742;8.50549
1756;;;LL;36.12208;-5.36914
1757;HÃ¶rnum_buten_de_Revel;;HH;54.77546;8.35017
1758;Malaga;;LL;36.74224;-4.3718
1759;HÃ¶rnum_binnen_de_Revel;;HH;54.77546;8.35017
1760;;;LL;39.47177;-0.27492
